"name","reviewCount","rating","published","title","content"
"Gitte Skouenborg Lasnier",15,55,2019-02-04,"Home i Virum","Home i VirumVi har været fuldt ud tilfredse med Home i Virum, som på meget professionel og effektiv vis har solgt vores bolig. Dialogen har hele vejen igennem perioden været tæt og konstruktiv og med et godt samspil omkring den strategiske og taktiske dialog med potentielle købere. Oplevelsen var, at der var konstant fokus på vores bolig og med god opfølgning på åbent hus besøgende samt potentielle købere. Vi har med god grund haft stor tillid og tryghed til Home gennem forløbet."
"J Nielsen",6,55,2019-02-02,"Proffesionelt og behageligt","Yderst proffesionelt arbejde både ved salget og de administrative opgaver i forbindelse med salget. Ydeligere gjorde Home's medarbejdere sig store anstrengelser for at finde en bolig efter vore ønsker efter salget. Meget tilfreds med Home's arbejde."
"Anne-Marie Nsoki Larsen",5,45,2019-01-31,"Denne trustpilot har virkelig drillet…","Denne trustpilot har virkelig drillet men oplevelsen med at få mit hus solgt er gået godt.Tak for hjælpen<U+0001F642><U+0001F611><U+0001F604>"
"Judy Jonassen",23,55,2019-01-30,"Home i Nivå/Kokkedal har solgt vores hus.","Home i Nivå/Kokkedal har på rekordtid her i januar 2019 solgt vores hus til den aftalte pris. En stor og uforbeholden tak skal lyde til vores mægler og hele det team, der klarede salget. Alt klappede perfekt, og i hele forløbet var dialogen mellem os Home Nivå/Kokkedal yderst tilfredsstillende. Vi kan varmt anbefale at benytte sig af Home Nivå/Kokkedals ekspertise, hvis man står og skal sælge.Dag Tage Andersen"
"Ray",3,55,2019-01-30,"Stor tak til Home i Vig for hurtig salg…salg af sommerhus","Stor tak til Home i Vig for hurtig salg af sommerhus , og professionel service hele vejenIgennem, og især til Oliver"
"Rebecca",11,55,2019-01-28,"Alt faldt på plads","Home gjorde et imponerende stykke arbejde for at få vores hus på markedet og solgt så hurtigt, at vi kunne købe det hus, vi drømte om. Vores fornemmelse var, at hele butikken knoklede for at få det til at lykkes. Vi bad om løbende at få så meget information som muligt, og vi var i tæt kontakt med mæglerne under hele forløbet. Både køb og salg gik igennem på 2 uger, og alt faldt på plads med overtagelsesdato etc. til vores fulde tilfredshed."
"JKB",1,55,2019-01-27,"Tak til HOME i Hedehusene","De gjorde et fantastisk arbejde, og solgte vore hus på kun 1 mdr.De er dygtige, empatiske, venlige og kan også sætte hårdt ind, når det var på sin plads.Jytte & Kurt B"
"Jens Mandrup",5,55,2019-01-26,"home i Næstved - fantastisk ejendomshandel","Vores bedste anbefalinger af home i Næstved - super service fra start til slut. Fantastisk godt opstartsmøde og gennemgang af huset, til prisfastsættelse og ikke mindst som ønsket, en realistisk pris på huset til et forholdsvis hurtigt salg. Gennemgang af dokumenter mm. forløb uden problemer og ejendommen blev solgt på under 10 dage.Brug home i Næstved - du vil ikke fortryde."
"Mogens Hansen",9,55,2019-01-21,"Vi har haft Home Broager til at sælge…","Vi har haft Home Broager til at sælge vores hus i Gråsten, det har været en god oplevelse, med super opfølgning når der har været fremvisning af vores hus. Vi kan varmt anbefale Home Broager til at sælge hus."
"Kristian Gerken",132,15,2019-01-21,"dårlig mægler","dårlig mægler. vi købte et hus med defekte hvidevare og andre ting. home ville/kunne intet gøre. de mødte ikke engang op til overtagelsen af huset. men stod fast på det var der vi skulle have klaget.så vi står med en defekt ovn og armaturer 3 steder i huset piv utæt. en regning på en 7000 kr eller mere ugen efter vi har overtaget.og efter min samlet erfaring med home og deres fremvisninger kunne jeg aldrig finde på at sælge hus hos dem igen."
"Karsten Zacher Nielsen",2,55,2019-01-19,"Professionel","Professionel, hurtig, effektiv og imødekommende håndtering af Pernille Lyngsø og hendes kolleger i service centeret. Min bolig blev solgt på 4 dage, og alt gik som aftalt."
"Dorte Alnor Meinke",9,55,2019-01-18,"Super vejledning og opfølgning","Super vejledning og opfølgning undervejs . Gode til at give hurtige tilbagemeldinger efter huset har været vist frem.Været et rigtig godt forløb.<U+0001F60A><U+0001F44D>"
"Elisabeth",6,55,2019-01-18,"Min varme anbefaling af Home Taastrup","Min varme anbefaling af Home Taastrup, som hurtigt har solgt min ejerlejlighed, og i forløbet har ydet mig venlig og professionel støtte!Elisabeth Bundgaard"
"Nicolai",3,55,2019-01-16,"Fremragende service!","Jeg blev betjent af Anna Hjelgaard ifm. udlejningen af en studiebolig. Fra start til slut blev jeg mødt med en fremragende service. Anna var dybt professionel og havde altid et hurtigt svar på mine spørgsmål. Jeg kan varmt anbefale Home Sydhavnen og Projektsalg og i særdeleshed Anna Hjelgaard."
"Henrik Falandysz",4,55,2019-01-15,"HOME Stenløse","Jeg har netop fået solgt mit hus i Ølstykke og jeg har haft en meget positiv oplevelse under hele forløbet. Jeg kan varmt anbefale HOME Stenløse"
"Heidi",33,55,2019-01-15,"Home Solrød","Home SolrødJeg er Meget tilfreds med Mikkel og hans teams behandling i forbindelse med salget af Bæktoften 80. Det har været en besværlig sag fra dag 1. Men teamet har alligevel formået at imødekomme alle udfordringer med stort professionalisme og megen forståelse for udfordringerne."
"leif jepsen",4,55,2019-01-15,"Home Middelfart","Home MiddelfartVi har mødt 3 meget venlige og meget  kompetente personer hos Home Middelfart.Har fået en positiv behandling lige fra start til slut,-- en fornuftig vurdering, og en endelig salgsaftale, ---- som vi føler både vi og køber er tilfredse med.Tak for god behandling.mvhJonna og Leif"
"Mik Trustrup",1,55,2019-01-13,"fremragende oplevelse at have huset til…","fremragende oplevelse at have huset til salg hos home i herlev. Det tog kun 70 dage og så var huset solgt.super god service og oplevelser hver gang vi havde kontakt til mægler.altid god med info omkring fremvisninger og åben hus, både før og efter. Altid til at komme i kontakt med hvis vi havde nogle spørgmål vi angående salget at huset.vi anbefaler helt sikkert home til alle vi kender som går med salgs tanker."
"Mads Christensen",7,55,2019-01-11,"Super god oplevelse med Home Ros Torv i…","Super god oplevelse med Home Ros Torv i Roskilde.Proaktive, pålidelig og solgte vores lejlighed efter kort tid til prisen! Kæmpe anbefaling herfra"
"Conny Frahm",1,55,2019-01-10,"Vi har solgt vort hus gennem 32 år!!!!!","Vi har solgt vort hus gennem 32 år gennem HOME, Vejle. Det var en ""anderledes"" oplevelse, og ganske positivt set! Mægler kom ud for at ""få en snak"", og viste oprigtig interesse for huset (Patrick), og ikke mindst havde han en fin fornemmelse/forståelse for at det var med blødende hjerte vi solgte huset. Huset var ganske enkelt for stort for os, nu hvor vi havde nået pensionsalderen. Vi fik en seriøs snak med mægler og bestemte os for at ""ham skulle det være""! Godt valg! Huset var solgt på 3 uger, og måske fordi prisen var ""skarp"", men noget der var aftalt med mægler, og fordi vi ønskede et ""hurtigt salg"" nu hvor vi havde besluttet os at sælge.Vi blev i det, ganske vist korte forløb, klar over at mæglers bagland var velorienteret om hvad der var for og bag i hele salgsprocessen, stor ros for det til hele holdet i HOME. Vi kan kun give HOME Vejle vore bedste anbefalinger, og i særdeleshed Patrick Ø. Buchholdtz. Conny og Marianne, Lindved, Vejle"
"Vibeke Kroer",3,55,2019-01-10,"Meget tilfredse","Vi har været meget tilfredse med Home Odense Syd-Øst. De er meget profesionelle og kompetente. God energi, højt informations niveau samt god rådgivning under hele forløbet."
"Bent",5,55,2019-01-10,"En rigtig god oplevelse","En rigtig god oplevelse er man i tvivl så får et svar jeg er rigtigt tilfreds med Home Vejen....Bent Rasmussen"
"Malte",15,15,2019-01-09,"Kig efter andre mæglere i skt. Klemen /Odense S","Vi har ifbm. Vores hussalg haft en af jeres ejendomsmæglere ude til salgsvurdering af vores ejendom i Odense S /Skt. Klemens. Jeg skriver normalt ikke anmeldelser på trustpilot, men jeg synes måske alligevel at det er på sin plads, at fortælle om vores oplevelse. For det første så er det at åbne vores hjem for ukendte / fremmede mennesker en kæmpe tillidssag. Så når vi bliver mødt med en mægler, som efter vores opfattelse, har mere travlt med at finde fejl ved huset end at danne en god relation til os sælgere, så er udgangspunktet bare ikke super godt. Vi havde ønsket, at vi virkelig kunne mærke jer, og at I brændte for at sælge vores hus bedst muligt. I stedet blev hele situationen bare meget akavet og stille. I var de første mæglere ude og vurdere huset, og hvis vi havde fulgt jeres anbefalinger til pris havde det som minimum kostet os 175.000kr ift. Salgsprisen ved Danbolig, hvor vi iøvrigt havde flere købere. Derfor står vi virkelig tilbage med et indtryk, hvor vi betvivler jeres faglighed og lokal kendskab, når I rammer så meget ved siden af ift. Vores ønsker. Det bliver ikke bedre af, at da vi konfrontere jeres mægler med de andre mæglerforretningers salgsvurderinger bliver mødt med, at “det må være de andre mæglere som er gal på den”, og at I ihvertfald ikke kan stå inden for at skulle hæve salgsprisen på mellem 200.000-300.000kr. Ift. Jeres salgsopstilling. Jeg var faktisk oprigtigt i tvivl om jeres mægler ville være på min side i det videre forløb, hvorfor vi også valgte jer fra. Jeg håber I kan bruge historien konstruktivt, og at I virkelig fremadrettet møder jeres potentielle kunder på en bedre måde end vi gjorde. Der er flere ting til historien, som jeg vil spare jer for, men jeg kan desværre ikke anbefale jer i vores område, hvis det er denne stil, som I lægger for dagen. Alt det bedste jeres vej. :)"
"Preben Kloster Nielsen",38,55,2019-01-04,"Vi har solgt vores hus via Home, Vejle","Vi har solgt vores hus via Home, Vejle. Det har været et enestående god og meget hurtigt forløb fra start til slut.Det tog kun knap 3 uger ! Vi håber, at de nye ejere blive lige så glade for huset, som vi har været."
"Rasmus Olsen",5,55,2018-12-29,"Home Taastrup - verdensklasse!!","3. Gang er lykkens gang. Godt jeg gav Morten fra Home i Taastrup en chance. Han lovede ikke mere end han kunne holde, og så fik han solgt min lejlighed. Jeg har dårlig erfaring med Nybolig i Taastrup og Estate i Taastrup - så havde bestemt mine betænkeligheder ved at forsøge med en ny mægler. Men jeg giver Morten og hans butik så mange stjerner som muligt, fordi han ikke lover mere end han kan holde og fordi han bare er god <U+0001F44F>"
"Jesper Red",278,55,2018-12-28,"Top professionelt og menneskeligt","Vi havde fra starten en rigtig god dialog med Nikolaj fra Home i Lyngby. Via kyndig vejledning fik vi gjort huset klart til salg (ejendomsmægler hvidt er en fantastisk farve, når man skal sælge).Det blev taget nogle meget gode billeder af huset.Huset blev solgt ved første fremvisning.Meget stor ros til folkene fra Home"
"Claus Eriksen",2,55,2018-12-21,"Professionelt team","Efter en længere salgsperiode hos en anden mægler fik home Lejlighedsbutikken Århus solgt min lejlighed i løbet af en måned. Om end der også er meget timing og en anelse held i den slags, så fik jeg oplevelsen af en langt mere professionel tilgang til mit salg end ved tidligere mægler.Jeg købte ligeledes samme lejlighed gennem home, og jeg havde også som køber dengang samme positive oplevelse af deres tilgang til bolighandel."
"Leif S<U+FFFD>nderup",28,55,2018-12-21,"en god oplevelse","Vi har oplevet en professionel tilgang til salg af vores hus, hvilket har været en dejlig oplevelse"
"Per Laursen",9,55,2018-12-20,"God og professionel arbejde fra Home i…","God og professionel arbejde fra Home i Galten. Meget tilfreds."
"Mark Salonen",25,55,2018-12-19,"MEGET tilfreds!","MEGET tilfreds!Vi har været meget tilfreds med vores forløb og salg hos Home RO's TORV v. Anne Crone.Vores mægler Jan gjorde et fantastisk stykke arbejde. Tusind tak :)"
"Benjamin O",96,45,2018-12-18,"Vi har været tilfreds med salg af vores…","Vi har været tilfreds med salg af vores hus. Men det gik meget hurtig bare efter første fremvisning at det begynde at snakke om pris reduktion"
"Kolt-Hasselager Murerforretning",2,55,2018-12-17,"Vi kan varmt anbefale Home Viby","Vi kan varmt anbefale Home Viby. Fik en rigtig god mægler som var engageret og fik handlen i hus hurtigt."
"Lars Larsen",18,55,2018-12-17,"Tak til Home i Ejby.","Kan varmt anbefale Home i Ejby, yderst kompetente medarbejdere som sikrede en hurtig handel."
"Steen Grønning",1,55,2018-11-28,"HOME Trøjborg er super professionelle","HOME Trøjborg har ydet os en super professionel service. Kan klart anbefales!"
"rikke schou brorsen",4,15,2018-11-27,"Vælg IKKE Home Sorø....","Vælg IKKE Home Sorø hvis du forventer, at dit hjem er aflåst efter fremvisning, mens du er på ferie!!! Vælg IKKE Home Sorø hvis du forventer seriøsitet og professionalisme. Vælg Home Sorø hvis du ikke forventer, at det der bliver lovet også bliver holdt!"
"gert degnegaard",28,55,2018-11-27,"100 % ærlig, redelig og troværdig","som altid en fornøjelse at handle med Morten Nielsen og Home"
"Susi Rebenstorf Bjerrum",2,55,2018-11-26,"Yderst professionel forløb","Yderst professionel forløbGennem hele processen har Martin Falk Thomsen været superHan har rådgivet og lyttet til de ønsker jeg har haft i forløbetKan kun anbefale Home i Vejle og især deres meget dygtige medarbejder Martin"
"Michael Dybdal",5,55,2018-11-23,"Yderst kompetent og professionel mægler","En velforberedt og engageret mægler - følte os straks i trygge hænder. Yderst kompetent og professionel mægler, Kristian Brusgaard, som var imødekommende, men også kom med konstruktive salgsfremmende forslag. Kan kun anbefale home, Aarhus N, hvis man står for at sælge sit hus!"
"Zaklina Goings",2,55,2018-11-23,"5* til HOME Brønshøj","5* til HOME Brønshøj. Teamet er utrolig professionelle og meget service- og kundemindede. Vi valgte HOME i Brønshøj pga deres engagement, venlighed og meget professionelle tilgang. Thomas Skau Lundvig og teamet har virkelig lavet et flot stykke arbejde. Vi satte vores lejlighed til salg oktober 2018 og allerede knap 2 mdr. efter fik vi solgt lejligheden. De er utrolig professionelle og har været behjælpelige med alt. Vi kan klart anbefale teamet! Tak for godt samarbejde<U+0001F44D><U+0001F3FB>"
